TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,SALE_PRICE,PRICE_B,BOROUGH_encoded,BUILDING_CLASS_CATEGORY_encoded,BUILDING_CLASS_AT_PRESENT_encoded,TAX_CLASS_AT_TIME_OF_SALE_encoded
2,2700,1450,1930,625000,1.0,4.0,1.0,11.0,1.0
2,3550,1200,2002,354900,0.0,4.0,1.0,10.0,1.0
2,3550,1200,2002,1,0.0,4.0,1.0,10.0,1.0
2,2500,1216,1925,615000,1.0,4.0,1.0,11.0,1.0
2,3550,1440,1925,430000,0.0,4.0,1.0,11.0,1.0
2,1980,1892,2000,580000,1.0,4.0,1.0,10.0,1.0
2,3530,1560,1925,503483,1.0,4.0,1.0,11.0,1.0
2,2242,1216,1940,175000,0.0,4.0,1.0,11.0,1.0
2,4244,2150,1995,660000,1.0,4.0,1.0,10.0,1.0
3,2500,1833,1925,570000,1.0,4.0,2.0,13.0,1.0
3,5000,1755,1925,10,0.0,4.0,2.0,13.0,1.0
3,5000,1755,1925,459900,0.0,4.0,2.0,13.0,1.0
3,1668,3600,2006,575000,1.0,4.0,2.0,13.0,1.0
3,4004,3140,1925,652032,1.0,4.0,2.0,13.0,1.0
3,4080,2520,1901,925513,1.0,4.0,2.0,13.0,1.0
3,2000,3291,2005,509125,1.0,4.0,2.0,13.0,1.0
3,3500,2283,1925,750000,1.0,4.0,2.0,13.0,1.0
3,2883,1600,1930,560000,1.0,4.0,2.0,13.0,1.0
3,2760,1550,1925,407849,0.0,4.0,2.0,13.0,1.0
3,4000,2528,1925,665000,1.0,4.0,2.0,13.0,1.0
3,4000,2864,1925,454568,0.0,4.0,2.0,13.0,1.0
3,4000,2887,1920,340000,0.0,4.0,2.0,13.0,1.0
3,2500,2421,1925,410000,0.0,4.0,2.0,13.0,1.0
1,3535,3371,2006,650000,1.0,4.0,15.0,47.0,3.0
2,1847,2800,1931,650000,1.0,4.0,16.0,43.0,3.0
2,2660,1720,1931,100000,0.0,4.0,16.0,43.0,3.0
1,3068,1460,1935,345000,0.0,4.0,0.0,1.0,1.0
1,2024,1288,1925,360000,0.0,4.0,0.0,1.0,1.0
1,2024,1288,1925,136000,0.0,4.0,0.0,1.0,1.0
1,1802,872,1920,405000,0.0,4.0,0.0,1.0,1.0
1,3401,1492,1920,425000,0.0,4.0,0.0,1.0,1.0
1,2100,1392,1920,100000,0.0,4.0,0.0,1.0,1.0
1,1943,1328,1920,310000,0.0,4.0,0.0,1.0,1.0
1,2930,1264,1920,525000,1.0,4.0,0.0,1.0,1.0
1,2700,1536,1930,405000,0.0,4.0,0.0,1.0,1.0
1,2267,1472,1930,325000,0.0,4.0,0.0,1.0,1.0
1,2267,1472,1930,470000,0.0,4.0,0.0,1.0,1.0
1,2000,1234,1920,460000,0.0,4.0,0.0,1.0,1.0
1,2500,1636,1920,575000,1.0,4.0,0.0,1.0,1.0
1,2500,1284,1920,450000,0.0,4.0,0.0,1.0,1.0
1,2000,730,1920,445000,0.0,4.0,0.0,1.0,1.0
1,2840,1280,1930,378000,0.0,4.0,0.0,1.0,1.0
1,2411,1280,1925,550000,1.0,4.0,0.0,1.0,1.0
1,2400,1280,1930,570000,1.0,4.0,0.0,1.0,1.0
1,2400,1280,1930,530000,1.0,4.0,0.0,1.0,1.0
1,4040,1050,1950,200000,0.0,4.0,0.0,2.0,1.0
1,3000,1224,1950,349830,0.0,4.0,0.0,5.0,1.0
1,3068,1418,1925,506000,1.0,4.0,0.0,1.0,1.0
1,1770,1044,1925,330000,0.0,4.0,0.0,1.0,1.0
1,1770,1024,1925,415000,0.0,4.0,0.0,1.0,1.0
1,1770,1008,1925,390000,0.0,4.0,0.0,1.0,1.0
1,3887,1564,1930,605000,1.0,4.0,0.0,1.0,1.0
1,2500,1280,1920,505000,1.0,4.0,0.0,1.0,1.0
1,2000,848,1930,439000,0.0,4.0,0.0,1.0,1.0
1,2600,1272,1930,300000,0.0,4.0,0.0,1.0,1.0
1,4000,1502,1930,632000,1.0,4.0,0.0,1.0,1.0
1,2500,1216,1930,533000,1.0,4.0,0.0,1.0,1.0
1,2500,1248,1920,510000,1.0,4.0,0.0,1.0,1.0
1,2500,1088,1920,360000,0.0,4.0,0.0,1.0,1.0
1,2185,1248,1920,515000,1.0,4.0,0.0,1.0,1.0
1,2400,1348,1920,170000,0.0,4.0,0.0,1.0,1.0
1,2520,1552,1920,555000,1.0,4.0,0.0,1.0,1.0
1,2520,1552,1920,24000,0.0,4.0,0.0,1.0,1.0
1,2900,1008,1950,525000,1.0,4.0,0.0,2.0,1.0
1,2406,1488,1925,469000,0.0,4.0,0.0,1.0,1.0
1,1920,1088,1955,470000,0.0,4.0,0.0,1.0,1.0
1,2650,1200,1925,410000,0.0,4.0,0.0,1.0,1.0
1,4000,1232,1925,375000,0.0,4.0,0.0,1.0,1.0
1,3595,1357,1980,390000,0.0,4.0,0.0,2.0,1.0
1,1940,1296,1940,565000,1.0,4.0,0.0,1.0,1.0
1,1953,1304,1930,522000,1.0,4.0,0.0,1.0,1.0
1,1900,1216,1930,425000,0.0,4.0,0.0,1.0,1.0
1,2342,1072,1925,561000,1.0,4.0,0.0,1.0,1.0
1,2342,1072,1925,268000,0.0,4.0,0.0,1.0,1.0
1,2000,1304,1955,480000,1.0,4.0,0.0,5.0,1.0
1,2500,1280,1925,530000,1.0,4.0,0.0,1.0,1.0
1,2500,1280,1925,240000,0.0,4.0,0.0,1.0,1.0
1,2000,840,1930,499000,1.0,4.0,0.0,1.0,1.0
1,2000,1088,1930,450000,0.0,4.0,0.0,1.0,1.0
1,2000,1088,1930,392000,0.0,4.0,0.0,1.0,1.0
1,2000,1080,1925,250000,0.0,4.0,0.0,1.0,1.0
1,2000,1080,1925,435000,0.0,4.0,0.0,1.0,1.0
1,2500,879,1930,485000,1.0,4.0,0.0,0.0,1.0
1,2000,1036,1925,273000,0.0,4.0,0.0,1.0,1.0
1,2600,860,1920,453200,0.0,4.0,0.0,2.0,1.0
1,1958,1280,1935,529000,1.0,4.0,0.0,1.0,1.0
1,2459,1320,1925,565000,1.0,4.0,0.0,1.0,1.0
1,2494,1344,1930,270750,0.0,4.0,0.0,1.0,1.0
1,2520,1056,1925,310000,0.0,4.0,0.0,1.0,1.0
1,2100,1312,1935,460000,0.0,4.0,0.0,1.0,1.0
1,2406,1664,1930,495000,1.0,4.0,0.0,1.0,1.0
1,2100,1312,1935,400000,0.0,4.0,0.0,1.0,1.0
1,2800,1184,1930,680000,1.0,4.0,0.0,1.0,1.0
1,2642,1028,1930,380000,0.0,4.0,0.0,1.0,1.0
1,2500,1248,1930,375000,0.0,4.0,0.0,1.0,1.0
1,1600,1477,1930,375000,0.0,4.0,0.0,5.0,1.0
1,2400,1296,1920,417000,0.0,4.0,0.0,1.0,1.0
1,2675,896,1960,470000,0.0,4.0,0.0,1.0,1.0
1,1580,1288,1960,435000,0.0,4.0,0.0,5.0,1.0
1,3200,1024,1920,275000,0.0,4.0,0.0,1.0,1.0
1,1600,924,1920,375000,0.0,4.0,0.0,1.0,1.0
1,3500,959,1920,330000,0.0,4.0,0.0,8.0,1.0
1,2000,1104,1920,380000,0.0,4.0,0.0,1.0,1.0
1,2520,1462,1925,401000,0.0,4.0,0.0,1.0,1.0
1,3000,1572,1925,560000,1.0,4.0,0.0,1.0,1.0
1,3000,1572,1925,520000,1.0,4.0,0.0,1.0,1.0
1,2392,1539,1925,260000,0.0,4.0,0.0,1.0,1.0
1,2500,1264,1930,450000,0.0,4.0,0.0,1.0,1.0
1,2000,826,1920,500000,1.0,4.0,0.0,1.0,1.0
1,2000,826,1920,345000,0.0,4.0,0.0,1.0,1.0
1,3597,1728,1930,400000,0.0,4.0,0.0,8.0,1.0
1,3597,1728,1930,530000,1.0,4.0,0.0,8.0,1.0
1,2182,1232,1925,315000,0.0,4.0,0.0,1.0,1.0
1,2182,1232,1925,385000,0.0,4.0,0.0,1.0,1.0
1,2000,1168,1925,510000,1.0,4.0,0.0,1.0,1.0
1,2000,1136,1920,375000,0.0,4.0,0.0,1.0,1.0
1,1600,1040,1930,24000,0.0,4.0,0.0,1.0,1.0
1,2000,1106,1925,470000,0.0,4.0,0.0,1.0,1.0
1,2000,1008,1925,455000,0.0,4.0,0.0,1.0,1.0
1,2000,896,1925,410000,0.0,4.0,0.0,1.0,1.0
1,4000,952,1925,460000,0.0,4.0,0.0,1.0,1.0
1,2000,756,1925,462000,0.0,4.0,0.0,1.0,1.0
1,2625,1488,1930,382203,0.0,4.0,0.0,1.0,1.0
1,2520,1372,1930,435000,0.0,4.0,0.0,1.0,1.0
1,2000,896,1930,355000,0.0,4.0,0.0,1.0,1.0
1,2500,1216,1940,347000,0.0,4.0,0.0,1.0,1.0
1,2075,1064,1925,359000,0.0,4.0,0.0,1.0,1.0
1,2088,1400,1925,233000,0.0,4.0,0.0,1.0,1.0
1,2088,952,1940,450000,0.0,4.0,0.0,1.0,1.0
1,2075,854,1925,416000,0.0,4.0,0.0,1.0,1.0
1,2075,854,1925,125000,0.0,4.0,0.0,1.0,1.0
1,1500,900,1920,317000,0.0,4.0,0.0,1.0,1.0
1,2000,1272,1925,360000,0.0,4.0,0.0,1.0,1.0
1,2000,920,1905,575737,1.0,4.0,0.0,1.0,1.0
1,3120,1556,1950,340000,0.0,4.0,0.0,5.0,1.0
1,2075,1050,1925,460000,0.0,4.0,0.0,1.0,1.0
1,2075,1190,1925,475000,0.0,4.0,0.0,1.0,1.0
1,2650,1280,1925,405000,0.0,4.0,0.0,1.0,1.0
1,2650,1280,1925,585000,1.0,4.0,0.0,1.0,1.0
1,2500,1640,1925,352000,0.0,4.0,0.0,1.0,1.0
1,2500,1172,1930,550000,1.0,4.0,0.0,5.0,1.0
1,2500,1676,1930,575000,1.0,4.0,0.0,1.0,1.0
1,2500,1264,1930,570000,1.0,4.0,0.0,1.0,1.0
1,2500,1314,1925,540300,1.0,4.0,0.0,1.0,1.0
1,2700,1314,1925,476000,0.0,4.0,0.0,1.0,1.0
1,2400,1618,1925,370000,0.0,4.0,0.0,1.0,1.0
1,2400,1618,1925,335000,0.0,4.0,0.0,1.0,1.0
1,2209,1614,1920,440000,0.0,4.0,0.0,1.0,1.0
1,2142,1216,1920,550000,1.0,4.0,0.0,1.0,1.0
1,3000,1731,1935,685000,1.0,4.0,0.0,1.0,1.0
1,3000,1068,1925,300000,0.0,4.0,0.0,1.0,1.0
1,2964,996,1925,465000,0.0,4.0,0.0,0.0,1.0
1,2540,996,1925,335000,0.0,4.0,0.0,1.0,1.0
1,3000,1888,1930,755000,1.0,4.0,0.0,0.0,1.0
1,3000,996,1930,450000,0.0,4.0,0.0,0.0,1.0
1,3000,1365,1930,500000,1.0,4.0,0.0,0.0,1.0
1,2525,1232,1930,520000,1.0,4.0,0.0,1.0,1.0
1,3000,1120,1930,494000,1.0,4.0,0.0,1.0,1.0
1,2850,1232,1930,462000,0.0,4.0,0.0,1.0,1.0
1,2850,1304,1930,550000,1.0,4.0,0.0,1.0,1.0
1,2850,1272,1930,550000,1.0,4.0,0.0,1.0,1.0
1,1665,1120,1950,12000,0.0,4.0,0.0,5.0,1.0
1,2000,1248,1920,490000,1.0,4.0,0.0,1.0,1.0
1,1900,868,1930,330000,0.0,4.0,0.0,1.0,1.0
1,4000,1216,1920,499000,1.0,4.0,0.0,1.0,1.0
1,2018,980,1920,200000,0.0,4.0,0.0,1.0,1.0
1,1725,954,1940,397500,0.0,4.0,0.0,5.0,1.0
1,2255,756,1920,370000,0.0,4.0,0.0,1.0,1.0
1,2652,1036,1920,377000,0.0,4.0,0.0,1.0,1.0
1,3450,1600,1920,700000,1.0,4.0,0.0,1.0,1.0
1,2000,826,1920,385000,0.0,4.0,0.0,1.0,1.0
1,2000,910,1920,350000,0.0,4.0,0.0,1.0,1.0
1,1960,1152,1920,459270,0.0,4.0,0.0,1.0,1.0
1,2983,1768,1920,389672,0.0,4.0,0.0,1.0,1.0
1,3000,1381,1930,560000,1.0,4.0,0.0,1.0,1.0
1,2193,1020,1960,435000,0.0,4.0,0.0,5.0,1.0
1,4000,2200,1998,10,0.0,4.0,0.0,1.0,1.0
1,4000,1063,1945,560000,1.0,4.0,0.0,0.0,1.0
1,3920,1262,1925,10,0.0,4.0,0.0,2.0,1.0
1,4000,1120,1945,445000,0.0,4.0,0.0,0.0,1.0
1,4000,800,1930,345500,0.0,4.0,0.0,2.0,1.0
1,4000,850,1960,550000,1.0,4.0,0.0,2.0,1.0
1,2230,963,1920,500000,1.0,4.0,0.0,2.0,1.0
1,2798,1264,1925,564000,1.0,4.0,0.0,1.0,1.0
1,2798,1264,1925,310000,0.0,4.0,0.0,1.0,1.0
1,2000,854,1925,598354,1.0,4.0,0.0,1.0,1.0
1,1912,1004,1920,330000,0.0,4.0,0.0,1.0,1.0
1,2651,1296,1925,530000,1.0,4.0,0.0,1.0,1.0
1,2272,1120,1925,380000,0.0,4.0,0.0,1.0,1.0
1,2272,1120,1925,320000,0.0,4.0,0.0,1.0,1.0
1,3276,2500,1940,545000,1.0,4.0,0.0,1.0,1.0
1,3276,2500,1940,336648,0.0,4.0,0.0,1.0,1.0
1,2400,812,1925,351750,0.0,4.0,0.0,1.0,1.0
1,2000,812,1925,468000,0.0,4.0,0.0,1.0,1.0
1,2000,812,1925,225000,0.0,4.0,0.0,1.0,1.0
1,3000,1152,1930,400000,0.0,4.0,0.0,1.0,1.0
1,3160,1134,1930,621000,1.0,4.0,0.0,1.0,1.0
1,3170,1134,1935,610000,1.0,4.0,0.0,1.0,1.0
1,3072,1298,1930,200000,0.0,4.0,0.0,1.0,1.0
1,3289,1298,1930,499000,1.0,4.0,0.0,1.0,1.0
1,3289,1298,1930,162000,0.0,4.0,0.0,1.0,1.0
1,1325,936,1935,415000,0.0,4.0,0.0,5.0,1.0
1,1893,868,1920,430000,0.0,4.0,0.0,1.0,1.0
1,1893,868,1920,295000,0.0,4.0,0.0,1.0,1.0
1,2100,812,1920,390000,0.0,4.0,0.0,1.0,1.0
1,1325,936,1935,403000,0.0,4.0,0.0,5.0,1.0
1,2100,1434,1925,444000,0.0,4.0,0.0,1.0,1.0
1,1866,840,1925,425000,0.0,4.0,0.0,1.0,1.0
1,2100,840,1925,450000,0.0,4.0,0.0,1.0,1.0
1,2100,840,1925,466000,0.0,4.0,0.0,1.0,1.0
1,2100,840,1925,266700,0.0,4.0,0.0,1.0,1.0
1,2100,840,1925,225000,0.0,4.0,0.0,1.0,1.0
1,2100,840,1925,370000,0.0,4.0,0.0,1.0,1.0
1,3000,1026,1935,392500,0.0,4.0,0.0,1.0,1.0
1,3000,1026,1935,569000,1.0,4.0,0.0,1.0,1.0
1,3000,1026,1935,330000,0.0,4.0,0.0,1.0,1.0
1,3000,1026,1935,448000,0.0,4.0,0.0,1.0,1.0
1,2380,1216,1925,450000,0.0,4.0,0.0,1.0,1.0
1,2851,1216,1925,374200,0.0,4.0,0.0,1.0,1.0
1,3248,1298,1930,266000,0.0,4.0,0.0,1.0,1.0
1,2067,994,1930,190000,0.0,4.0,0.0,1.0,1.0
1,5106,1125,1945,410000,0.0,4.0,0.0,0.0,1.0
1,4000,798,1930,1175000,1.0,4.0,0.0,2.0,1.0
1,2000,1600,1950,490000,1.0,4.0,0.0,5.0,1.0
1,2000,1400,1950,100000,0.0,4.0,0.0,5.0,1.0
1,4000,1376,1925,380000,0.0,4.0,0.0,1.0,1.0
1,4000,1313,1950,450000,0.0,4.0,0.0,0.0,1.0
1,4000,1313,1950,300000,0.0,4.0,0.0,0.0,1.0
1,5500,2176,1950,725000,1.0,4.0,0.0,1.0,1.0
1,4000,1275,1950,650000,1.0,4.0,0.0,0.0,1.0
1,2642,1728,1925,579000,1.0,4.0,0.0,1.0,1.0
1,2000,840,1901,490000,1.0,4.0,0.0,1.0,1.0
1,2025,1540,1945,390000,0.0,4.0,0.0,5.0,1.0
1,2417,1540,1945,450000,0.0,4.0,0.0,5.0,1.0
1,2025,1320,1945,475000,0.0,4.0,0.0,5.0,1.0
1,2902,3217,2011,690000,1.0,4.0,0.0,5.0,1.0
1,2000,1020,1940,500,0.0,4.0,0.0,1.0,1.0
1,4083,1146,1950,580000,1.0,4.0,0.0,2.0,1.0
1,4000,2806,1940,550000,1.0,4.0,0.0,2.0,1.0
1,3800,2288,2003,935000,1.0,4.0,0.0,3.0,1.0
1,4500,1125,1950,560000,1.0,4.0,0.0,2.0,1.0
1,4800,1078,1950,375000,0.0,4.0,0.0,2.0,1.0
1,4000,1020,1930,845000,1.0,4.0,0.0,2.0,1.0
1,4000,1125,1950,557000,1.0,4.0,0.0,2.0,1.0
1,4000,1356,1950,659000,1.0,4.0,0.0,0.0,1.0
1,5000,1249,1950,649999,1.0,4.0,0.0,0.0,1.0
2,2456,2270,1935,760000,1.0,4.0,1.0,10.0,1.0
2,2456,2270,1935,670000,1.0,4.0,1.0,10.0,1.0
2,3153,2252,1935,710000,1.0,4.0,1.0,10.0,1.0
2,2100,1392,1920,500,0.0,4.0,1.0,11.0,1.0
2,3887,2016,1925,850000,1.0,4.0,1.0,11.0,1.0
2,2100,1248,1920,560000,1.0,4.0,1.0,11.0,1.0
2,2375,2480,1930,675000,1.0,4.0,1.0,10.0,1.0
2,2000,2120,1930,308000,0.0,4.0,1.0,11.0,1.0
2,3000,1356,1930,490000,1.0,4.0,1.0,11.0,1.0
2,2500,1886,1930,640500,1.0,4.0,1.0,11.0,1.0
2,4100,2832,1930,990000,1.0,4.0,1.0,11.0,1.0
2,2500,1284,1920,540000,1.0,4.0,1.0,11.0,1.0
2,2500,1152,1930,425000,0.0,4.0,1.0,11.0,1.0
2,1570,1056,1940,320000,0.0,4.0,1.0,11.0,1.0
3,2000,2400,1920,665000,1.0,4.0,1.0,81.0,1.0
2,2585,1326,1930,545000,1.0,4.0,1.0,11.0,1.0
2,2406,1280,1925,337250,0.0,4.0,1.0,11.0,1.0
2,2400,1280,1930,525000,1.0,4.0,1.0,11.0,1.0
2,2400,1312,1930,420000,0.0,4.0,1.0,11.0,1.0
2,2400,1312,1930,660000,1.0,4.0,1.0,11.0,1.0
2,2400,1312,1930,270000,0.0,4.0,1.0,11.0,1.0
2,2510,2252,1920,680000,1.0,4.0,1.0,10.0,1.0
3,4400,1710,1925,600000,1.0,4.0,1.0,81.0,1.0
2,2389,2168,1920,720000,1.0,4.0,1.0,10.0,1.0
2,2389,2168,1920,479000,0.0,4.0,1.0,10.0,1.0
2,2915,1632,1925,710000,1.0,4.0,1.0,11.0,1.0
2,2000,1261,1920,490000,1.0,4.0,1.0,11.0,1.0
2,2325,1478,1920,480000,1.0,4.0,1.0,11.0,1.0
2,2520,1560,1925,440400,0.0,4.0,1.0,11.0,1.0
2,2520,1288,1925,380000,0.0,4.0,1.0,11.0,1.0
2,2500,1172,1925,590000,1.0,4.0,1.0,11.0,1.0
2,3100,1914,2004,650000,1.0,4.0,1.0,9.0,1.0
2,1940,1248,1930,354900,0.0,4.0,1.0,10.0,1.0
2,4000,2002,1950,585000,1.0,4.0,1.0,10.0,1.0
2,2000,1656,1920,570000,1.0,4.0,1.0,11.0,1.0
2,2100,1312,1935,100,0.0,4.0,1.0,11.0,1.0
2,2442,1312,1935,350000,0.0,4.0,1.0,11.0,1.0
2,1943,1400,1950,649000,1.0,4.0,1.0,10.0,1.0
2,2317,1600,1940,578000,1.0,4.0,1.0,11.0,1.0
2,2600,1512,1930,400000,0.0,4.0,1.0,11.0,1.0
2,2375,1264,1920,570000,1.0,4.0,1.0,10.0,1.0
2,2800,1224,1940,475000,0.0,4.0,1.0,11.0,1.0
2,2300,1296,1940,460000,0.0,4.0,1.0,11.0,1.0
2,4000,1229,1920,650000,1.0,4.0,1.0,11.0,1.0
2,2500,1552,1930,520000,1.0,4.0,1.0,11.0,1.0
2,2500,1552,1930,150000,0.0,4.0,1.0,11.0,1.0
2,2500,1552,1930,335000,0.0,4.0,1.0,11.0,1.0
2,4000,1440,1930,493500,1.0,4.0,1.0,11.0,1.0
2,4000,1440,1930,546863,1.0,4.0,1.0,11.0,1.0
2,4000,1952,1940,580000,1.0,4.0,1.0,11.0,1.0
2,3150,1520,1925,415000,0.0,4.0,1.0,11.0,1.0
2,2520,1440,1925,500000,1.0,4.0,1.0,11.0,1.0
2,2500,1552,1930,250000,0.0,4.0,1.0,11.0,1.0
2,3000,2000,1930,635000,1.0,4.0,1.0,11.0,1.0
2,1800,1464,1930,262000,0.0,4.0,1.0,11.0,1.0
2,3300,1698,1930,440000,0.0,4.0,1.0,11.0,1.0
2,2800,1596,1955,635000,1.0,4.0,1.0,10.0,1.0
2,2616,1314,1925,470000,0.0,4.0,1.0,11.0,1.0
2,2250,1650,1930,280000,0.0,4.0,1.0,11.0,1.0
2,3000,1892,2006,499000,1.0,4.0,1.0,9.0,1.0
2,4000,1466,1950,460000,0.0,4.0,1.0,10.0,1.0
2,3000,1532,1930,740000,1.0,4.0,1.0,11.0,1.0
2,3000,1532,1930,180000,0.0,4.0,1.0,11.0,1.0
2,3000,1532,1930,500000,1.0,4.0,1.0,11.0,1.0
2,2100,1414,1930,440000,0.0,4.0,1.0,11.0,1.0
2,2390,1316,1935,390000,0.0,4.0,1.0,9.0,1.0
2,4177,2608,1955,750000,1.0,4.0,1.0,11.0,1.0
2,2000,1184,1930,190000,0.0,4.0,1.0,11.0,1.0
2,2000,1332,1920,352000,0.0,4.0,1.0,11.0,1.0
2,4000,2254,1920,450000,0.0,4.0,1.0,11.0,1.0
2,4177,1216,1915,333000,0.0,4.0,1.0,11.0,1.0
2,3133,2000,2007,770000,1.0,4.0,1.0,10.0,1.0
2,4167,1088,1915,540000,1.0,4.0,1.0,11.0,1.0
2,4177,1344,1920,375745,0.0,4.0,1.0,11.0,1.0
2,2506,1216,1920,655000,1.0,4.0,1.0,11.0,1.0
2,4000,1464,1925,660000,1.0,4.0,1.0,11.0,1.0
3,2007,2400,1930,670000,1.0,4.0,1.0,81.0,1.0
2,4000,2315,1925,285000,0.0,4.0,1.0,10.0,1.0
2,3300,2829,1950,690000,1.0,4.0,1.0,10.0,1.0
2,3300,2829,1950,685000,1.0,4.0,1.0,10.0,1.0
2,2500,1408,1920,490000,1.0,4.0,1.0,11.0,1.0
2,3200,2967,1950,700000,1.0,4.0,1.0,10.0,1.0
2,2350,1378,1925,422000,0.0,4.0,1.0,11.0,1.0
2,2500,1682,1925,560000,1.0,4.0,1.0,11.0,1.0
2,2400,1304,1930,450000,0.0,4.0,1.0,11.0,1.0
2,2209,1608,1920,490000,1.0,4.0,1.0,11.0,1.0
2,2304,1330,1925,60000,0.0,4.0,1.0,11.0,1.0
2,2296,1244,1925,280000,0.0,4.0,1.0,11.0,1.0
2,2325,1120,1925,325000,0.0,4.0,1.0,11.0,1.0
2,2325,1120,1925,10,0.0,4.0,1.0,11.0,1.0
2,2850,1232,1930,630000,1.0,4.0,1.0,11.0,1.0
2,3500,1582,1955,645000,1.0,4.0,1.0,11.0,1.0
2,4000,2200,2005,705000,1.0,4.0,1.0,9.0,1.0
2,4000,1848,1915,450000,0.0,4.0,1.0,11.0,1.0
2,4000,1840,1915,700000,1.0,4.0,1.0,10.0,1.0
2,2650,2805,2014,789143,1.0,4.0,1.0,10.0,1.0
2,4000,2500,1993,355000,0.0,4.0,1.0,10.0,1.0
2,2000,1328,1920,485000,1.0,4.0,1.0,11.0,1.0
2,4000,2164,1920,500000,1.0,4.0,1.0,11.0,1.0
2,2697,1264,1930,605000,1.0,4.0,1.0,11.0,1.0
2,3040,1496,1955,545000,1.0,4.0,1.0,10.0,1.0
2,2015,1184,1925,580000,1.0,4.0,1.0,11.0,1.0
2,2015,1184,1925,205000,0.0,4.0,1.0,11.0,1.0
2,3450,1216,1920,581950,1.0,4.0,1.0,11.0,1.0
2,3450,1216,1920,600000,1.0,4.0,1.0,11.0,1.0
2,4000,1296,1920,525000,1.0,4.0,1.0,11.0,1.0
2,4000,2400,1920,360000,0.0,4.0,1.0,10.0,1.0
2,3000,1692,1920,540000,1.0,4.0,1.0,11.0,1.0
2,1958,1280,1920,553800,1.0,4.0,1.0,11.0,1.0
2,2800,1600,1920,410000,0.0,4.0,1.0,11.0,1.0
2,3000,1825,1920,370500,0.0,4.0,1.0,11.0,1.0
2,2700,2205,1930,595000,1.0,4.0,1.0,11.0,1.0
2,4000,1506,1945,690000,1.0,4.0,1.0,10.0,1.0
2,3000,1892,2006,751500,1.0,4.0,1.0,9.0,1.0
2,3000,2016,1950,390000,0.0,4.0,1.0,9.0,1.0
2,2100,812,1920,360500,0.0,4.0,1.0,11.0,1.0
2,4000,2340,1955,655000,1.0,4.0,1.0,10.0,1.0
2,4000,1825,1955,747000,1.0,4.0,1.0,10.0,1.0
2,4000,1506,1945,650500,1.0,4.0,1.0,10.0,1.0
2,4000,2184,1965,565000,1.0,4.0,1.0,10.0,1.0
2,3342,1280,1945,610000,1.0,4.0,1.0,11.0,1.0
2,4000,2400,1945,880000,1.0,4.0,1.0,9.0,1.0
2,4000,2069,1950,170000,0.0,4.0,1.0,10.0,1.0
2,4000,1996,1950,790000,1.0,4.0,1.0,10.0,1.0
2,4000,1523,1950,24000,0.0,4.0,1.0,10.0,1.0
2,4000,1938,1960,535000,1.0,4.0,1.0,10.0,1.0
2,3200,1620,1940,310000,0.0,4.0,1.0,11.0,1.0
2,4000,1318,1950,735000,1.0,4.0,1.0,11.0,1.0
2,4000,2272,1950,700000,1.0,4.0,1.0,9.0,1.0
2,4000,2272,1950,690000,1.0,4.0,1.0,9.0,1.0
2,4000,2375,1950,805000,1.0,4.0,1.0,10.0,1.0
2,5000,1800,1950,790000,1.0,4.0,1.0,10.0,1.0
2,2254,946,1901,378000,0.0,4.0,1.0,12.0,1.0
2,2406,1410,2005,700000,1.0,4.0,1.0,10.0,1.0
2,4000,2400,2005,675000,1.0,4.0,1.0,9.0,1.0
2,2000,938,1920,425000,0.0,4.0,1.0,10.0,1.0
2,4000,2808,1925,850000,1.0,4.0,1.0,11.0,1.0
2,4000,2072,1950,525000,1.0,4.0,1.0,11.0,1.0
2,4000,1304,1950,500000,1.0,4.0,1.0,11.0,1.0
3,2517,2412,1920,899000,1.0,4.0,2.0,13.0,1.0
3,2617,2412,1920,700000,1.0,4.0,2.0,13.0,1.0
3,2000,1338,1920,350000,0.0,4.0,2.0,13.0,1.0
3,2090,2836,1960,335000,0.0,4.0,2.0,13.0,1.0
3,1440,2574,1965,635000,1.0,4.0,2.0,13.0,1.0
3,4000,2400,1925,225000,0.0,4.0,2.0,13.0,1.0
3,2000,2250,1935,289000,0.0,4.0,2.0,13.0,1.0
3,4000,930,1940,700000,1.0,4.0,2.0,13.0,1.0
1,1890,2200,1980,550000,1.0,4.0,15.0,54.0,3.0
1,1900,2200,1980,550000,1.0,4.0,15.0,54.0,3.0
1,832,1550,2005,610000,1.0,4.0,16.0,40.0,3.0
1,1641,1450,1931,350000,0.0,4.0,16.0,40.0,3.0
1,2027,2000,2002,1020000,1.0,4.0,16.0,41.0,3.0
1,3200,1400,1960,505000,1.0,4.0,0.0,1.0,1.0
1,3200,760,1930,265000,0.0,4.0,0.0,2.0,1.0
1,2000,840,1930,100,0.0,4.0,0.0,1.0,1.0
1,2592,800,1950,370000,0.0,4.0,0.0,5.0,1.0
1,1729,760,1950,360000,0.0,4.0,0.0,5.0,1.0
1,2635,1160,1930,564309,1.0,4.0,0.0,2.0,1.0
1,2755,1140,1945,475000,0.0,4.0,0.0,2.0,1.0
1,4000,1770,1920,310000,0.0,4.0,0.0,2.0,1.0
1,4000,1235,1950,499000,1.0,4.0,0.0,0.0,1.0
1,4400,1430,1955,340000,0.0,4.0,0.0,0.0,1.0
1,2500,1020,1935,268000,0.0,4.0,0.0,1.0,1.0
