BOROUGH,BUILDING_CLASS_CATEGORY,BUILDING_CLASS_AT_PRESENT,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,SALE_PRICE,PRICE_B
4,01 ONE FAMILY DWELLINGS                    ,A9,1,1461,1260,1930,1,400000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2460,1428,1925,1,227025,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2785,1375,1920,1,490000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2321,1210,1925,1,435000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,3000,1392,1915,1,535000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2966,1110,1935,1,575000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,4500,1737,1920,1,610000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,3780,1578,1910,1,555000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,1600,896,1915,1,290000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2270,1290,1910,1,430000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2521,1312,1920,1,105000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2625,1312,1920,1,515000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A2,1,1980,704,1920,1,185000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2748,1748,1925,1,565000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,3125,1224,1925,1,513639,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2521,1436,1920,1,435000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2523,1184,1925,1,535000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1857,1264,1920,1,408000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1877,1664,1915,1,525000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2385,1656,1925,1,550000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2002,1344,1910,1,489000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2018,962,1901,1,305000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2018,1248,1925,1,325000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1959,1155,1925,1,460000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2000,1200,1925,1,435019,0.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2000,1200,1925,1,824889,1.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2000,1200,1925,1,420000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2375,1280,1930,1,555555,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,3400,1332,1920,1,340000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,3400,1332,1920,1,275000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2185,1300,1930,1,500000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2018,1312,1925,1,284500,0.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2017,1328,1930,1,456000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,1900,1388,1930,1,458000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1857,1368,1920,1,10,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1857,1368,1920,1,465000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2350,1280,1920,1,499887,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1900,1280,1920,1,10,0.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2017,1344,1920,1,370000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2500,1284,1920,1,545000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2000,1328,1920,1,530000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2000,1328,1920,1,356000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2919,1313,1920,1,565000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2919,1313,1920,1,497000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2500,1392,1920,1,238290,0.0
4,01 ONE FAMILY DWELLINGS                    ,S1,2,2800,1802,1920,1,500000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A5,1,1888,1476,1925,1,438900,0.0
4,01 ONE FAMILY DWELLINGS                    ,A5,1,1888,1476,1925,1,1,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2494,1512,1930,1,450000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2575,1344,1925,1,468000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1920,1248,1920,1,530000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1840,1268,1920,1,380000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2100,1448,1915,1,410000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2000,1152,1920,1,450000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2400,1248,1920,1,520000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,3500,1198,1925,1,505000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,4000,1709,1910,1,550000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2420,1216,1935,1,560000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2002,900,1920,1,475000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2000,1330,1930,1,525000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2000,1396,1930,1,361250,0.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2000,1329,1930,1,455000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2335,1296,1930,1,520000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A9,1,2335,1314,1930,1,450000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1900,1532,1930,1,535000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,3040,1344,1930,1,415000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2502,1392,1930,1,400000,0.0
4,01 ONE FAMILY DWELLINGS                    ,S1,2,1850,1362,1920,1,360000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2442,1408,1920,1,545000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1900,1344,1920,1,341250,0.0
4,01 ONE FAMILY DWELLINGS                    ,A2,1,3000,720,1920,1,400000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A2,1,3000,720,1920,1,305000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,3240,1174,1925,1,350000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1832,798,1925,1,375000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,3000,1248,1925,1,499000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2000,1162,1920,1,465000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2000,1215,1920,1,434000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2500,1326,1920,1,221000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2500,1280,1920,1,540000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2500,1568,1920,1,488000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2000,1050,1920,1,250000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2000,1050,1920,1,401000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,3747,2375,1920,1,850000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,3000,1264,1920,1,255000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2050,1296,1925,1,390000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2050,1296,1925,1,450000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2000,1539,1920,1,550000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1878,1152,1920,1,485000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2200,1024,1925,1,435000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2200,1216,1925,1,465000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A5,1,2218,1440,1960,1,418491,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2000,1376,1925,1,412500,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1915,1260,1925,1,510000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2000,1170,1925,1,480000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A2,1,3600,1246,1925,1,400000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2000,1296,1920,1,429000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2300,1155,1920,1,330000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2500,1115,1901,1,545000,1.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,1903,1296,1925,1,464000,0.0
4,01 ONE FAMILY DWELLINGS                    ,A1,1,2500,1394,1920,1,492500,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,3200,2240,1915,1,660000,1.0
4,02 TWO FAMILY DWELLINGS                    ,S2,3,3270,2756,1920,1,565000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,5000,1915,1910,1,789000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,5000,2937,1915,1,790000,1.0
4,02 TWO FAMILY DWELLINGS                    ,S2,3,2025,4000,1930,1,775000,1.0
4,02 TWO FAMILY DWELLINGS                    ,S2,3,1717,3078,1931,1,1150000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,5000,2855,1905,1,855000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,4000,2838,1925,1,885000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,5217,3488,1910,1,550000,1.0
4,02 TWO FAMILY DWELLINGS                    ,S2,3,1985,3725,1915,1,175000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,4742,2301,1910,1,751190,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1760,1935,1,732000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,3742,2278,1910,1,727000,1.0
4,02 TWO FAMILY DWELLINGS                    ,S2,3,1980,2970,1931,1,1040000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1840,1925,1,637000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,1480,1945,1,540000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2000,1216,1920,1,310000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,1948,1740,1920,1,535000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2128,1920,1,270000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1765,2080,1920,1,580000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1862,1566,1930,1,600000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,1933,2200,1920,1,550000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2000,2320,1920,1,600000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2200,1920,1,639000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2000,1728,1940,1,685000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1440,1920,1,307000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2064,1920,1,403750,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1800,1870,1920,1,374166,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,4404,2136,1920,1,617000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2113,1912,1920,1,589000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,1650,1472,1920,1,615000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1650,1472,1920,1,450000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2000,1920,1,600000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,5000,1988,1920,1,860000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1800,1404,1920,1,525000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2200,2008,1925,1,585000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2000,1120,1920,1,602000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2000,1120,1920,1,602500,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2332,1910,1,715000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1805,1956,1920,1,400000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,3000,1684,1920,1,480000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,3000,1684,1920,1,730000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1224,1920,1,646000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,3360,1600,2007,1,400000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,4158,1670,1920,1,570000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2900,2360,1920,1,640000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2790,1767,1920,1,480000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2790,1767,1920,1,230000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,5520,3603,1910,1,15000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2760,2258,1920,1,807500,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1840,1702,1901,1,10,0.0
4,02 TWO FAMILY DWELLINGS                    ,S2,3,1539,2470,1920,1,602000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,1900,1932,1920,1,640000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,2080,1920,1,450000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,1817,1670,1925,1,360000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2000,1920,1920,1,500000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2208,2090,1920,1,400000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,3680,1974,1910,1,12950,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,3248,3069,1901,1,678750,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2000,2000,1920,1,775000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1700,2040,1915,1,416800,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2521,1680,1920,1,625000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2017,1742,1920,1,560000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1852,1400,1920,1,510000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2071,1944,1920,1,425000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2027,1432,1920,1,565000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,2525,1920,1,745000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1847,1930,1,195000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2700,1672,1920,1,476000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2321,2300,1920,1,780000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,2420,2288,1910,1,805000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2725,2120,1901,1,450000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,1840,2030,1901,1,560000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,1937,1948,1901,1,685000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2981,1524,1925,1,550000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2521,2400,1920,1,610000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,4000,2112,1910,1,655000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2080,1915,1,425880,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1200,1920,1,390000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1875,1564,1925,1,390000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2400,2360,1920,1,689000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2000,2320,1915,1,525000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,1600,1600,1930,1,700000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2523,2360,1930,1,525000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2523,1809,1920,1,625000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1122,1930,1,185000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2232,1930,1,587500,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2763,1905,1930,1,733000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,1956,1920,1,635000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2435,2116,1920,1,775000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2660,2024,1920,1,770000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1840,1248,1915,1,555000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,1857,1956,1920,1,565000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2000,2008,1910,1,505000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2400,1720,1920,1,520000,1.0
4,02 TWO FAMILY DWELLINGS                    ,S2,3,1808,1800,1915,1,50000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2142,1908,1920,1,1,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2142,1908,1920,1,1,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,3000,2014,1925,1,780000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2000,2020,1920,1,460342,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,1968,2540,1930,1,255000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,1968,2540,1930,1,605000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2206,1520,1930,1,300000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2800,1784,1920,1,720000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1492,1930,1,500000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1853,1376,1920,1,645000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,3680,1570,1920,1,730000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,3060,1777,1910,1,440000,0.0
4,02 TWO FAMILY DWELLINGS                    ,S2,3,1800,3300,1910,1,310000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2717,1684,1915,1,725000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,1054,2001,2005,1,455000,0.0
4,02 TWO FAMILY DWELLINGS                    ,S2,3,1995,3240,1930,1,679965,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1526,1915,1,235000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,1886,2508,1905,1,560000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,3683,2703,1910,1,760000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,2760,2231,1955,1,585000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2875,1888,1920,1,624000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,4563,1508,1925,1,500000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1600,1008,1915,1,410000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,4000,2216,1910,1,363000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,3405,2255,1905,1,634000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2002,1424,1925,1,619000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2674,1833,1910,1,650000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1890,1376,1920,1,180000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2748,1376,1920,1,540000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2523,1902,1920,1,322000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,2272,1760,1960,1,640000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,3250,2072,1920,1,300000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,1768,1991,1,650000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2502,1768,1991,1,650000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2760,1936,1915,1,600000,1.0
4,02 TWO FAMILY DWELLINGS                    ,S2,3,1800,2160,1910,1,6081,0.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,1853,1880,1960,1,650000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,3680,1452,1910,1,620000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,3680,2203,1910,1,420000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,2474,1690,1950,1,410000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,4037,3233,1925,1,900000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2018,1155,1925,1,342000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2193,2158,1935,1,538474,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2521,1635,1920,1,390000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2622,1991,1920,1,605000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2502,1280,1920,1,560000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2375,1610,1925,1,415000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,3200,2700,1925,1,728000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2000,2016,1920,1,662500,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2521,1998,1920,1,740800,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2342,1214,1930,1,250000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2760,1920,1930,1,710000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2214,2440,1920,1,650000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2378,1372,1930,1,340000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1808,1372,1930,1,1000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1800,1404,1920,1,390000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2380,1376,1920,1,365000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2235,1916,1930,1,245000,0.0
4,02 TWO FAMILY DWELLINGS                    ,S2,3,1968,2800,1920,1,900000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,2523,2376,1925,1,670500,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2342,1170,1925,1,470000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2107,1653,1920,1,550000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2350,1280,1920,1,530000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,1700,1920,1,457314,0.0
4,02 TWO FAMILY DWELLINGS                    ,B1,2,1840,1556,1920,1,575000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,3025,1720,1920,1,420000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2622,2112,1920,1,567000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2370,1952,1920,1,295000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2370,1952,1920,1,635000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2370,1952,1920,1,675000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2919,2068,1920,1,635000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2800,1801,1920,1,480000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,1943,1744,1925,1,729000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2168,1170,1920,1,460000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2168,1752,1920,1,635000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2420,1328,1935,1,570000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2000,2232,1930,1,710000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2000,1185,1925,1,270000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,3000,2360,1925,1,675000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2617,1376,1925,1,300000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2877,1394,1925,1,775000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2835,2088,1920,1,673100,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2000,1290,1920,1,532000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,4222,2929,1920,1,600000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2506,1264,1920,1,425808,0.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2660,2240,1920,1,670000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,1929,1888,1920,1,500000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,4286,1913,1915,1,425000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1905,1584,1915,1,530000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2025,1230,1935,1,750000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2200,1200,1920,1,565000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2342,1938,1930,1,500000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2025,1496,1920,1,410000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1800,1155,1920,1,529000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,3000,2070,1920,1,740000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1440,1920,1,560000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2150,1386,1920,1,440000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1652,1920,1,1000,0.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1312,1920,1,690000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,4033,1584,1945,1,680000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1616,1920,1,570000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2332,1712,1920,1,525000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,1868,1620,1925,1,555000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B3,2,2050,1296,1925,1,498000,1.0
4,02 TWO FAMILY DWELLINGS                    ,B2,2,2150,1940,1925,1,250000,0.0
